CNES;CODUFMUN;COD_CEP;CPF_CNPJ;PF_PJ;NIV_DEP;CNPJ_MAN;COD_IR;REGSAUDE;MICR_REG;DISTRSAN;DISTRADM;VINC_SUS;TPGESTAO;ESFERA_A;RETENCAO;ATIVIDAD;NATUREZA;CLIENTEL;TP_UNID;TURNO_AT;NIV_HIER;TERCEIRO;TP_PREST;GESPRG1E;GESPRG1M;GESPRG2E;GESPRG2M;GESPRG4E;GESPRG4M;NIVATE_A;GESPRG3E;GESPRG3M;GESPRG5E;GESPRG5M;GESPRG6E;GESPRG6M;NIVATE_H;AP01CV01;AP01CV02;AP01CV05;AP01CV06;AP01CV03;AP01CV04;AP01CV07;AP02CV01;AP02CV02;AP02CV05;AP02CV06;AP02CV03;AP02CV04;AP02CV07;AP03CV01;AP03CV02;AP03CV05;AP03CV06;AP03CV03;AP03CV04;AP03CV07;AP04CV01;AP04CV02;AP04CV05;AP04CV06;AP04CV03;AP04CV04;AP04CV07;AP05CV01;AP05CV02;AP05CV05;AP05CV06;AP05CV03;AP05CV04;AP05CV07;AP06CV01;AP06CV02;AP06CV05;AP06CV06;AP06CV03;AP06CV04;AP06CV07;AP07CV01;AP07CV02;AP07CV05;AP07CV06;AP07CV03;AP07CV04;AP07CV07;ATEND_PR;IDEQUIPE;TIPO_EQP;NOME_EQP;ID_AREA;NOMEAREA;ID_SEGM;DESCSEGM;TIPOSEGM;DT_ATIVA;DT_DESAT;QUILOMBO;ASSENTAD;POPGERAL;ESCOLA;INDIGENA;PRONASCI;MOTDESAT;TP_DESAT;COMPETEN;NAT_JUR
0010790;530010;71691047;00000000000000;3;3;00394700000108;NA;07;NA;0160;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010056900471151;70;ESF EQ 19 - PRATA;5300100569;ESF EQ 19 - PRATA;53001001;SEGMENTO URBANO;1;200606;900001;0;0;0;0;0;0;00;0;202212;1023
0010790;530010;71691047;00000000000000;3;3;00394700000108;NA;07;NA;0160;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010057000471178;70;ESF EQ 18 - MARROM;5300100570;ESF EQ 18 - MARROM;53001001;SEGMENTO URBANO;1;201909;900001;0;0;0;0;0;0;00;0;202212;1023
0010790;530010;71691047;00000000000000;3;3;00394700000108;NA;07;NA;0160;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010057100471186;70;EQUIPE 20 - BRANCA;5300100571;EQUIPE 20 - BRANCA;53001001;SEGMENTO URBANO;1;201812;900001;0;0;0;0;0;0;00;0;202212;1023
0010790;530010;71691047;00000000000000;3;3;00394700000108;NA;07;NA;0160;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010057201669133;70;EQUIPE 08 - ROSA;5300100572;EQUIPE 08 - ROSA;53001001;SEGMENTO URBANO;1;201810;900001;0;0;0;0;0;0;00;0;202212;1023
0010790;530010;71691047;00000000000000;3;3;00394700000108;NA;07;NA;0160;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010058001669141;70;EQUIPE 09 - VERDE;5300100580;EQUIPE 09 - VERDE;53001001;SEGMENTO URBANO;1;202001;900001;0;0;0;0;0;0;00;0;202212;1023
0010790;530010;71691047;00000000000000;3;3;00394700000108;NA;07;NA;0160;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010055801477773;22;EMAD- SAO SEBASTIAO;5300100558;EMAD- SAO SEBASTIAO;53001001;SEGMENTO URBANO;1;201707;900001;0;0;0;0;0;0;00;0;202212;1023
0010790;530010;71691047;00000000000000;3;3;00394700000108;NA;07;NA;0160;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010055901669095;70;EQUIPE 04 - LARANJA;5300100559;EQUIPE 04 - LARANJA;53001001;SEGMENTO URBANO;1;201810;900001;0;0;0;0;0;0;00;0;202212;1023
0010790;530010;71691047;00000000000000;3;3;00394700000108;NA;07;NA;0160;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010056001669109;70;EQUIPE 05 - AZUL;5300100560;EQUIPE 05 - AZUL;53001001;SEGMENTO URBANO;1;202005;900001;0;0;0;0;0;0;00;0;202212;1023
0010790;530010;71691047;00000000000000;3;3;00394700000108;NA;07;NA;0160;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010056101669117;70;EQUIPE 06 AMARELA;5300100561;EQUIPE 06 AMARELA;53001001;SEGMENTO URBANO;1;202004;900001;0;0;0;0;0;0;00;0;202212;1023
0010790;530010;71691047;00000000000000;3;3;00394700000108;NA;07;NA;0160;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010056201669125;70;EQUIPE 07 - LILAS;5300100562;EQUIPE 07 - LILAS;53001001;SEGMENTO URBANO;1;202004;900001;0;0;0;0;0;0;00;0;202212;1023
0010790;530010;71691047;00000000000000;3;3;00394700000108;NA;07;NA;0160;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010000601910248;71;ESB 6 SAO SEBASTIAO;5300100006;EMAP;53001001;SEGMENTO URBANO;1;202004;900001;0;0;0;0;0;0;00;0;202212;1023
0010790;530010;71691047;00000000000000;3;3;00394700000108;NA;07;NA;0160;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010000701563106;23;EMAP - SAO SEBASTIAO;5300100007;EMAP - SAO SEBASTIAO;53001001;SEGMENTO URBANO;1;202001;900001;0;0;0;0;0;0;00;0;202212;1023
0010790;530010;71691047;00000000000000;3;3;00394700000108;NA;07;NA;0160;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010000501910221;71;ESB 5 SAO SEBASTIAO;5300100005;EMAP 01 TAGUATINGA;53001001;SEGMENTO URBANO;1;202001;900001;0;0;0;0;0;0;00;0;202212;1023
0010790;530010;71691047;00000000000000;3;3;00394700000108;NA;07;NA;0160;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010000901910302;71;ESB 9 SAO SEBASTIAO;5399999999;NA;53999999;NA;9;201812;900001;0;0;0;0;0;0;00;0;202212;1023
0010790;530010;71691047;00000000000000;3;3;00394700000108;NA;07;NA;0160;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010000301910167;71;ESB 3 SAO SEBASTIAO;5300100003;ESF 03 - UBS 01 AC;53001001;SEGMENTO URBANO;1;202004;900001;0;0;0;0;0;0;00;0;202212;1023
0010790;530010;71691047;00000000000000;3;3;00394700000108;NA;07;NA;0160;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010000101910116;71;ESB 1 SAO SEBASTIAO;5300100001;ESF 01 - UBS 02 AC;53001001;SEGMENTO URBANO;1;201810;900001;0;0;0;0;0;0;00;0;202212;1023
0010804;530010;72620400;00000000000000;3;3;00394700000108;NA;4;NA;0130;NA;1;E;NA;NA;04;NA;03;02;03;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010005501635441;70;ESF 55 ROSA - UBS 01 REC;5300100055;ESF 55 ROSA - UBS 01 REC;53001002;SEGMENTO RURAL;2;202001;900001;0;0;0;0;0;0;00;0;202212;1023
0010804;530010;72620400;00000000000000;3;3;00394700000108;NA;4;NA;0130;NA;1;E;NA;NA;04;NA;03;02;03;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010005601635468;70;ESF 56 VERDE - UBS 01 REC;5300100056;ESF 56 VERDE - UBS 01 REC;53001001;SEGMENTO URBANO;1;202005;900001;0;0;0;0;0;0;00;0;202212;1023
0010804;530010;72620400;00000000000000;3;3;00394700000108;NA;4;NA;0130;NA;1;E;NA;NA;04;NA;03;02;03;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010000102064316;71;ESB 01 - UBS 01 REC;5300100001;ESF 01 - UBS 02 AC;53001001;SEGMENTO URBANO;1;202007;202207;0;0;0;0;0;0;02;1;202212;1023
0010804;530010;72620400;00000000000000;3;3;00394700000108;NA;4;NA;0130;NA;1;E;NA;NA;04;NA;03;02;03;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010041501563300;70;ESF 25 AZUL - UBS 01 REC;5300100415;ESF 25 AZUL - UBS 01 REC;53001001;SEGMENTO URBANO;1;202005;900001;0;0;0;0;0;0;00;0;202212;1023
0010804;530010;72620400;00000000000000;3;3;00394700000108;NA;4;NA;0130;NA;1;E;NA;NA;04;NA;03;02;03;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010000202064324;71;ESB 02 - UBS 01 REC;5300100002;EMAD 1 - PLANALTINA;53001001;SEGMENTO URBANO;1;202007;900001;0;0;0;0;0;0;00;0;202212;1023
0010804;530010;72620400;00000000000000;3;3;00394700000108;NA;4;NA;0130;NA;1;E;NA;NA;04;NA;03;02;03;NA;NA;99;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;530010000302064332;71;ESB 03 - UBS 01 REC;5300100003;ESF 03 - UBS 01 AC;53001001;SEGMENTO URBANO;1;202007;900001;0;0;0;0;0;0;00;0;202212;1023
0010820;530010;72415318;00000000000000;3;3;00394700000108;NA;03;NA;0010;NA;1;E;NA;NA;03;NA;01;02;03;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;530010000302256789;71;1230/66;5300100003;ESF 03 - UBS 01 AC;53001001;SEGMENTO URBANO;1;202205;900001;0;0;0;0;0;0;00;0;202212;1023
0010820;530010;72415318;00000000000000;3;3;00394700000108;NA;03;NA;0010;NA;1;E;NA;NA;03;NA;01;02;03;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;530010024800468886;70;0248/27;5300100248;0248/27;53001001;SEGMENTO URBANO;1;202006;900001;0;0;0;0;0;0;00;0;202212;1023
0010820;530010;72415318;00000000000000;3;3;00394700000108;NA;03;NA;0010;NA;1;E;NA;NA;03;NA;01;02;03;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;530010000202220784;71;1223/59;5300100002;EMAD 1 - PLANALTINA;53001001;SEGMENTO URBANO;1;202110;900001;0;0;0;0;0;0;00;0;202212;1023
0010820;530010;72415318;00000000000000;3;3;00394700000108;NA;03;NA;0010;NA;1;E;NA;NA;03;NA;01;02;03;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;530010021301573705;70;0213/11;5300100213;0213/11;53001001;SEGMENTO URBANO;1;202005;900001;0;0;0;0;0;0;00;0;202212;1023
0010820;530010;72415318;00000000000000;3;3;00394700000108;NA;03;NA;0010;NA;1;E;NA;NA;03;NA;01;02;03;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;530010022001618849;70;0220/36;5300100220;0220/36;53001001;SEGMENTO URBANO;1;201703;900001;0;0;0;0;0;0;00;0;202212;1023
0010820;530010;72415318;00000000000000;3;3;00394700000108;NA;03;NA;0010;NA;1;E;NA;NA;03;NA;01;02;03;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;530010021500468878;70;0215/13;5300100215;0215/13;53001001;SEGMENTO URBANO;1;201210;900001;0;0;0;0;0;0;00;0;202212;1023
0010820;530010;72415318;00000000000000;3;3;00394700000108;NA;03;NA;0010;NA;1;E;NA;NA;03;NA;01;02;03;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;530010023500468908;70;0235/14;5300100235;0235/14;53001001;SEGMENTO URBANO;1;202006;900001;0;0;0;0;0;0;00;0;202212;1023
0010820;530010;72415318;00000000000000;3;3;00394700000108;NA;03;NA;0010;NA;1;E;NA;NA;03;NA;01;02;03;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;530010000101474251;72;NASF 1 - GAMA;5300100001;ESF 01 - UBS 02 AC;53001001;SEGMENTO URBANO;1;201908;900001;0;0;0;0;0;0;00;0;202212;1023
0010820;530010;72415318;00000000000000;3;3;00394700000108;NA;03;NA;0010;NA;1;E;NA;NA;03;NA;01;02;03;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;530010000101879979;71;0252/40;5300100001;ESF 01 - UBS 02 AC;53001001;SEGMENTO URBANO;1;202006;900001;0;0;0;0;0;0;00;0;202212;1023
0010839;530010;72410110;00000000000000;3;3;00394700000108;NA;03;NA;0060;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;530010023201520571;70;0232/31;5300100232;0232/31;53001001;SEGMENTO URBANO;1;201606;900001;0;0;0;0;0;0;00;0;202212;1023
0010839;530010;72410110;00000000000000;3;3;00394700000108;NA;03;NA;0060;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;530010025000469106;70;0250/29;5300100250;0250/29;53001001;SEGMENTO URBANO;1;202003;900001;0;0;0;0;0;0;00;0;202212;1023
0010839;530010;72410110;00000000000000;3;3;00394700000108;NA;03;NA;0060;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;530010024200468916;70;0242/21;5300100242;0242/21;53001001;SEGMENTO URBANO;1;201903;900001;0;0;0;0;0;0;00;0;202212;1023
0010839;530010;72410110;00000000000000;3;3;00394700000108;NA;03;NA;0060;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;530010000101880055;71;0253/41;5300100001;ESF 01 - UBS 02 AC;53001001;SEGMENTO URBANO;1;202006;900001;0;0;0;0;0;0;00;0;202212;1023
0010839;530010;72410110;00000000000000;3;3;00394700000108;NA;03;NA;0060;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;530010000201880128;71;1200/42;5300100002;EMAD 1 - PLANALTINA;53001001;SEGMENTO URBANO;1;202006;900001;0;0;0;0;0;0;00;0;202212;1023
0010839;530010;72410110;00000000000000;3;3;00394700000108;NA;03;NA;0060;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;530010020800468932;70;0208/06;5300100208;0208/06;53001001;SEGMENTO URBANO;1;202006;900001;0;0;0;0;0;0;00;0;202212;1023
0010839;530010;72410110;00000000000000;3;3;00394700000108;NA;03;NA;0060;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;530010000301880160;71;1201/43;5300100003;ESF 03 - UBS 01 AC;53001001;SEGMENTO URBANO;1;202006;900001;0;0;0;0;0;0;00;0;202212;1023
0010839;530010;72410110;00000000000000;3;3;00394700000108;NA;03;NA;0060;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;530010121902098792;70;1219/15;5300101219;1219/15;53001001;SEGMENTO URBANO;1;202008;900001;0;0;0;0;0;0;00;0;202212;1023
0010847;530010;72457994;00000000000000;3;3;00394700000108;NA;NA;NA;0060;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;530010021901617788;70;0219/34;5300100219;0219/34;53001001;SEGMENTO URBANO;1;201912;900001;0;0;0;0;0;0;00;0;202212;1023
0010847;530010;72457994;00000000000000;3;3;00394700000108;NA;NA;NA;0060;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;530010025101716638;70;0251/39;5300100251;0251/39;53001001;SEGMENTO URBANO;1;202005;900001;0;0;0;0;0;0;00;0;202212;1023
0010847;530010;72457994;00000000000000;3;3;00394700000108;NA;NA;NA;0060;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;530010021801617796;70;0218/33;5300100218;0218/33;53001001;SEGMENTO URBANO;1;202003;900001;0;0;0;0;0;0;00;0;202212;1023
0010847;530010;72457994;00000000000000;3;3;00394700000108;NA;NA;NA;0060;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;530010020900468940;70;0209/07;5300100209;0209/07;53001001;SEGMENTO URBANO;1;201801;900001;0;0;0;0;0;0;00;0;202212;1023
0010847;530010;72457994;00000000000000;3;3;00394700000108;NA;NA;NA;0060;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;530010000101880233;71;1202/44;5300100001;ESF 01 - UBS 02 AC;53001001;SEGMENTO URBANO;1;202006;900001;0;0;0;0;0;0;00;0;202212;1023
0010847;530010;72457994;00000000000000;3;3;00394700000108;NA;NA;NA;0060;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;530010000301880411;71;1204/46;5300100003;ESF 03 - UBS 01 AC;53001001;SEGMENTO URBANO;1;202006;900001;0;0;0;0;0;0;00;0;202212;1023
0010847;530010;72457994;00000000000000;3;3;00394700000108;NA;NA;NA;0060;NA;1;E;NA;NA;03;NA;03;02;03;NA;NA;99;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;530010000102251477;72;NASF 1 - 3 GAMA;5300100001;ESF 01 - UBS 02 AC;53001001;SEGMENTO URBANO;1;202203;900001;0;0;0;0;0;0;00;0;202212;1023
