CO_UNIDADE;CO_CNES;NO_FANTASIA;CO_CEP;TP_UNIDADE;ESTADO_CODIGO;CO_TIPO_ESTABELECIMENTO;ANO;MES;CO_SUB_TIPO_UNIDADE;TIPO;MUNICIPIO_CODIGO;ESTADO_NOME;ESTADO_POPULACAO;MUNICIPIO_NOME;MUNICIPIO_POPULACAO;ESTADO_SIGLA;REGIAO_SAUDE_CODIGO;REGIAO_SAUDE_NOME;REGIAO_SAUDE_POPULACAO
2916005714303;5714303;CAPS I CENTRO DE ATENCAO PSICOSSOCIAL;45970000;70;29;;2018;12;1;CAPS I;291600;Bahia;14659023;Itanhém;19025;BA;29026;Teixeira de Freitas;436461
2927405712297;5712297;CAPS II FRANCO BASAGLIA;41650400;70;29;;2018;12;2;CAPS II;292740;Bahia;14659023;Salvador;2610987;BA;29020;Salvador;3133506
5105255709318;5709318;CENTRO DE APOIO PSICOSSOCIAL FELIZ CIDADE;78455000;70;51;;2018;12;1;CAPS I;510525;Mato Grosso;3784239;Lucas do Rio Verde;83770;MT;51014;Teles Pires;551656
3513005680328;5680328;CAPS II COTIA;6716150;70;35;;2018;12;2;CAPS II;351300;São Paulo;46024937;Cotia;289622;SP;35013;Mananciais;1182458
2606005719836;5719836;CAPS DAS FLORES GARANHUNS;55295515;70;26;;2018;12;3;CAPS III;260600;Pernambuco;9051113;Garanhuns;142286;PE;26004;Garanhuns;537943
3550305725437;5725437;CAPS ADULTO II ITAIM PAULISTA;8030050;70;35;;2018;12;2;CAPS II;355030;São Paulo;46024937;São Paulo;12200180;SP;35016;São Paulo;12200180
3552805721172;5721172;CAPS AD CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;6754910;70;35;0;2018;12;5;CAPS ALCOOL E DROGA;355280;São Paulo;46024937;Taboão da Serra;283419;SP;35013;Mananciais;1182458
3508005855977;5855977;CENTRO DE ATENCAO PSICOSSOCIAL MEIRE PAES GARCIA;18290000;70;35;;2018;12;1;CAPS I;350800;São Paulo;46024937;Buri;20038;SP;35162;Itapeva;278735
2927205847524;5847524;CAPS RUY BARBOSA;46800000;70;29;;2018;12;1;CAPS I;292720;Bahia;14659023;Ruy Barbosa;30172;BA;29011;Itaberaba;245763
2927405858232;5858232;CAPS MARIA CELIA DA ROCHA;40720720;70;29;;2018;12;2;CAPS II;292740;Bahia;14659023;Salvador;2610987;BA;29020;Salvador;3133506
4100406002919;6002919;CAPS II ALMIRANTE TAMANDARE;83501140;70;41;17;2018;12;2;CAPS II;410040;Paraná;11835379;Almirante Tamandaré;122032;PR;41002;2ª RS Metropolitana;3742171
4309106980996;6980996;CENTRO DE ATENCAO PSICOSSOCIAL GRAMADO;95670000;70;43;;2018;12;1;CAPS I;430910;Rio Grande do Sul;11088065;Gramado;44643;RS;43023;Região 23 - Caxias e Hortênsias;637133
2613706970516;6970516;CAPS SAO LOURENCO MARTIR;54720683;70;26;17;2018;12;0;;261370;Pernambuco;9051113;São Lourenço da Mata;110765;PE;26010;Recife;3974714
3200407158246;7158246;CAPS AD;29230000;70;32;0;2018;12;5;CAPS ALCOOL E DROGA;320040;Espírito Santo;3975100;Anchieta;29613;ES;32004;Sul;678629
1301706910564;6910564;CENTRO DE ATENCAO PSICOSSOCIAL DE HUMAITA CAPS;69800000;70;13;;2018;12;1;CAPS I;130170;Amazonas;3952262;Humaitá;59504;AM;13003;Rio Madeira;197592
3520449365141;9365141;CAPS I CENTRO DE ATENCAO PSICOSSOCIAL DE ILHA SOLTEIRA;15385000;70;35;;2018;12;1;CAPS I;352044;São Paulo;46024937;Ilha Solteira;25564;SP;35022;Lagos do DRS II;196228
5200109384693;9384693;CENTRO DO BOM VIVER DIOGENES GONTIJO DE AZEVEDO;72940000;70;52;0;2018;12;1;CAPS I;520010;Goiás;6950976;Abadiânia;15498;GO;52011;Pirineus;531431
3302906849350;6849350;CAPS LUGAR DE SONHAR;26900000;70;33;;2018;12;1;CAPS I;330290;Rio de Janeiro;16615526;Miguel Pereira;26301;RJ;33003;Centro-Sul;321895
2600106895492;6895492;CAPS III;56800000;70;26;;2018;12;3;CAPS III;260010;Pernambuco;9051113;Afogados da Ingazeira;40120;PE;26001;Afogados da Ingazeira;184050
3543303650758;3650758;CAPS INFANTIL;9400060;70;35;;2018;12;4;CAPS INFANTO/JUVENIL;354330;São Paulo;46024937;Ribeirão Pires;116174;SP;35015;Grande ABC;2725209
3534703631850;3631850;CENTRO DE ATENCAO PSICOSSOCIAL DE OURINHOS CAPS II;19900241;70;35;;2018;12;2;CAPS II;353470;São Paulo;46024937;Ourinhos;108678;SP;35094;Ourinhos;235560
2101403640337;3640337;CENTRO DE ATENCAO PSICOSSOCIAL CAPS I;65800000;70;21;17;2018;12;1;CAPS I;210140;Maranhão;6800605;Balsas;100257;MA;21003;Balsas;231699
2308702723549;2723549;CAPS DE MORADA NOVA 2;62940000;70;23;;2018;12;2;CAPS II;230870;Ceará;8936431;Morada Nova;60940;CE;23009;9ª Região Russas;190320
4304633606430;3606430;CAPS CASA DO SOL;95555000;70;43;;2018;12;1;CAPS I;430463;Rio Grande do Sul;11088065;Capão da Canoa;62040;RS;43004;Região 04 - Belas Praias;176528
2307303616711;3616711;CAPS AD DE JUAZEIRO DO NORTE;63011010;70;23;;2018;12;6;CAPS ALCOOL E DROGAS III - MUNICIPAL;230730;Ceará;8936431;Juazeiro do Norte;269435;CE;23021;21ª Região Juazeiro do Norte;437268
5002703646432;3646432;CENTRO DE ATENCAO PSICOSSOCIAL INFANTO JUVENIL III;79086110;70;50;17;2018;12;4;CAPS INFANTO/JUVENIL;500270;Mato Grosso do Sul;2833742;Campo Grande;942140;MS;50001;Campo Grande;1549444
3142003653366;3653366;CAPS;39373000;70;31;;2018;12;1;CAPS I;314200;Minas Gerais;20732660;Mirabela;13286;MG;31084;Montes Claros ;467369
4208203612937;3612937;CAPS AD;88303055;70;42;;2018;12;5;CAPS ALCOOL E DROGA;420820;Santa Catarina;7762154;Itajaí;291169;SC;42005;Foz do Rio Itajaí;854561
3515103652920;3652920;CAPS I DE EMBU GUACU;6900000;70;35;0;2018;12;1;CAPS I;351510;São Paulo;46024937;Embu-Guaçu;63129;SP;35013;Mananciais;1182458
4204803669289;3669289;CENTRO DE ATENCAO PSICOSSOCIAL;89520000;70;42;;2018;12;1;CAPS I;420480;Santa Catarina;7762154;Curitibanos;40289;SC;42009;Alto Vale do Rio do Peixe;288553
3159603691969;3691969;CAPS SANTA RITA DO SAPUCAI;37540000;70;31;16;2018;12;1;CAPS I;315960;Minas Gerais;20732660;Santa Rita do Sapucaí;40719;MG;31007;Pouso Alegre;584894
4206703717755;3717755;CENTRO DE ATENCAO PSICOSOCIAL CAPS HERVAL D OESTE;89610000;70;42;0;2018;12;1;CAPS I;420670;Santa Catarina;7762154;Herval d'Oeste;21339;SC;42008;Meio Oeste;192714
3162403756459;3756459;CENTRO DE ATENCAO PSICOSSOCIAL;39430000;70;31;;2018;12;1;CAPS I;316240;Minas Gerais;20732660;São João da Ponte;23840;MG;31049;Brasília de Minas/São Francisco;219413
2311603762548;3762548;CAPS MARIA CELSA TEIXEIRA DE ARAUJO;62790000;70;23;0;2018;12;1;CAPS I;231160;Ceará;8936431;Redenção;25813;CE;23003;3ª Região Maracanaú;500942
5201103406830;3406830;CAPS VIVER AD;75023057;70;52;17;2018;12;5;CAPS ALCOOL E DROGA;520110;Goiás;6950976;Anápolis;393417;GO;52011;Pirineus;531431
2305303640132;3640132;CAPS I IBIAPINA;62360000;70;23;17;2018;12;1;CAPS I;230530;Ceará;8936431;Ibiapina;23966;CE;23013;13ª Região Tianguá;322293
4104203652726;3652726;CAPS II CAMPO LARGO DE CAMPO LARGO;83601230;70;41;;2018;12;2;CAPS II;410420;Paraná;11835379;Campo Largo;144165;PR;41002;2ª RS Metropolitana;3742171
4105503708624;3708624;CENTRO DE ATENCAO PSICOSSOCIAL CAPS I;87200338;70;41;;2018;12;1;CAPS I;410550;Paraná;11835379;Cianorte;82232;PR;41013;13ª RS Cianorte;159313
4109803703932;3703932;CAPS INFANTIL IRMA ANALIA DOS SANTOS;86200000;70;41;;2018;12;4;CAPS INFANTO/JUVENIL;410980;Paraná;11835379;Ibiporã;54917;PR;41017;17ª RS Londrina;986527
3145603679381;3679381;CAPS SA BIQUINHA OLIVEIRA MG;35540000;70;31;;2018;12;1;CAPS I;314560;Minas Gerais;20732660;Oliveira;39256;MG;31088;Oliveira/Santo Antônio do Amparo;100148
2303502481952;2481952;CAPS 2 DE CASCAVEL;62850000;70;23;;2018;12;2;CAPS II;230350;Ceará;8936431;Cascavel;70498;CE;23022;22ª Região Cascavel;329377
2301102372932;2372932;CAPS DE ARACATI 2;62800000;70;23;;2018;12;2;CAPS II;230110;Ceará;8936431;Aracati;82476;CE;23007;7ª Região Aracati;128716
3557105865743;5865743;CAPS II DE VOTUPORANGA;15501405;70;35;;2018;12;2;CAPS II;355710;São Paulo;46024937;Votuporanga;96795;SP;35157;Votuporanga;198477
4305353754219;3754219;CAPS I CHARQUEADAS;96745000;70;43;;2018;12;1;CAPS I;430535;Rio Grande do Sul;11088065;Charqueadas;34954;RS;43009;Região 09 - Carbonífera/Costa Doce;381871
4321603754278;3754278;CAPS VIVA A VIDA;95590000;70;43;;2018;12;2;CAPS II;432160;Rio Grande do Sul;11088065;Tramandaí;51872;RS;43005;Região 05 - Bons Ventos;248236
2929005490316;5490316;CENTRO DE ATENCAO PSICOSSOCIAL DE SAO FELIX;44360000;70;29;;2018;12;1;CAPS I;292900;Bahia;14659023;São Félix;10946;BA;29005;Cruz das Almas;251478
2905003815366;3815366;CAPS I DR LINDOLFO GONCALVES DE AGUIAR;46300000;70;29;;2018;12;1;CAPS I;290500;Bahia;14659023;Caculé;22412;BA;29007;Guanambi;466785
2931803776670;3776670;CAPS MONALIZA FERRAZ;45170000;70;29;;2018;12;1;CAPS I;293180;Bahia;14659023;Tremedal;17497;BA;29028;Vitória da Conquista;711346
2606206437605;6437605;CAPS CORREIA PICANCO;55900000;70;26;;2018;12;2;CAPS II;260620;Pernambuco;9051113;Goiana;80983;PE;26005;Goiana;300627
4302225759773;5759773;CAPS I REGIONAL DE BOA VISTA DO CADEADO;98118000;70;43;;2018;12;1;CAPS I;430222;Rio Grande do Sul;11088065;Boa Vista do Cadeado;2222;RS;43012;Região 12 - Portal das Missões;124902
4317603842959;3842959;SEMPRE VIVA;95500000;70;43;;2018;12;1;CAPS I;431760;Rio Grande do Sul;11088065;Santo Antônio da Patrulha;42904;RS;43005;Região 05 - Bons Ventos;248236
4209003757412;3757412;CAPS I EVOLUIR;89600000;70;42;;2018;12;1;CAPS I;420900;Santa Catarina;7762154;Joaçaba;29976;SC;42008;Meio Oeste;192714
2500207907141;7907141;CENTRO DE ATENCAO PSICOSSOCIAL DE AGUIAR;58778000;70;25;;2018;12;1;CAPS I;250020;Paraíba;4030961;Aguiar;5011;PB;25007;7ª Região;141389
1400287909152;7909152;CAPS1 RONILDO MOTA DE OLIVEIRA;69348000;70;14;;2018;12;1;CAPS I;140028;Roraima;634805;Iracema;11000;RR;14002;Sul;86470
2108203788237;3788237;CENTRO DE ATENCAO PSICOSSOCIAL NOSSA SENHORA DO GUADALUPE;65725000;70;21;;2018;12;2;CAPS II;210820;Maranhão;6800605;Pedreiras;36980;MA;21010;Pedreiras;206569
3157207738935;7738935;CAPS CENTRO DE ATENCAO PSICOSSOCIAL;35960000;70;31;;2018;12;1;CAPS I;315720;Minas Gerais;20732660;Santa Bárbara;29491;MG;31021;Itabira;223116
5103203790347;3790347;CAPS ALEGRIA DO VIVER;78500000;70;51;;2018;12;1;CAPS I;510320;Mato Grosso;3784239;Colíder;30768;MT;51010;Norte Matogrossense;72552
5103403785122;3785122;CAPS AD ADAUTO BOTELHO;78085100;70;51;;2018;12;5;CAPS ALCOOL E DROGA;510340;Mato Grosso;3784239;Cuiabá;694244;MT;51002;Baixada Cuiabana;1113003
3520503762092;3762092;CENTRO DE ATENCAO PSICOSOCIAL INDAIATUBA CAPS AD;13334085;70;35;;2018;12;5;CAPS ALCOOL E DROGA;352050;São Paulo;46024937;Indaiatuba;266593;SP;35072;Região Metropolitana de Campinas;3255127
3106702126125;2126125;CENTRO R S M JEFFERSON P PEREIRA TERESOPOLIS;32681825;70;31;17;2018;12;3;CAPS III;310670;Minas Gerais;20732660;Betim;428956;MG;31017;Betim;773274
4317302266059;2266059;CAPS CASA NOVA VIDA STA VIT PALMAR;96230000;70;43;;2018;12;1;CAPS I;431730;Rio Grande do Sul;11088065;Santa Vitória do Palmar;30953;RS;43021;Região 21 - Sul;815309
5107602396440;2396440;CAPS AFRO CARLOS STEFANINI BATISTA;78700390;70;51;;2018;12;5;CAPS ALCOOL E DROGA;510760;Mato Grosso;3784239;Rondonópolis;253388;MT;51013;Sul Matogrossense;583794
2927406336116;6336116;CAPS II LIBERDADE;40340580;70;29;;2018;12;2;CAPS II;292740;Bahia;14659023;Salvador;2610987;BA;29020;Salvador;3133506
3106702126036;2126036;CENTRO R S M INFANTO JUVENIL;32600422;70;31;17;2018;12;4;CAPS INFANTO/JUVENIL;310670;Minas Gerais;20732660;Betim;428956;MG;31017;Betim;773274
3106702126044;2126044;CENTRO R S M SUZANA NARA OZORIO BETIM CENTRAL;32600202;70;31;17;2018;12;3;CAPS III;310670;Minas Gerais;20732660;Betim;428956;MG;31017;Betim;773274
3529303285898;3285898;CAPS ADULTO II MATAO;15993093;70;35;;2018;12;2;CAPS II;352930;São Paulo;46024937;Matão;77149;SP;35033;Norte do DRS III;146777
3549402058529;2058529;CAPS I PROFESSOR ALEXANDRE DEZEM;14600000;70;35;16;2018;12;1;CAPS I;354940;São Paulo;46024937;São Joaquim da Barra;48058;SP;35082;Alta Anhanguera;146033
1721002467968;2467968;CAPS II CENTRO DE ATENCAO PSICOSOCIAL;77023012;70;17;;2018;12;2;CAPS II;172100;Tocantins;1584306;Palmas;334454;TO;17006;Capim Dourado;410790
4205705343461;5343461;CENTRO DE ATENCAO PSICOSSOCIAL DE GAROPABA;88495000;70;42;;2018;12;1;CAPS I;420570;Santa Catarina;7762154;Garopaba;29801;SC;42007;Grande Florianópolis;1426392
2806205020581;5020581;CAPS I JANETE ALVES LIMA BARBOSA;49390000;70;28;;2018;12;1;CAPS I;280620;Sergipe;2211868;Salgado;20294;SE;28004;Lagarto;255328
1400206116183;6116183;CAPS I CARACARAI;69360000;70;14;;2018;12;1;CAPS I;140020;Roraima;634805;Caracaraí;20780;RR;14002;Sul;86470
3304555034272;5034272;SMS CAPS ARTHUR BISPO DO ROSARIO AP 40;22713375;70;33;;2018;12;3;CAPS III;330455;Rio de Janeiro;16615526;Rio de Janeiro;6625849;RJ;33005;Metropolitana I;10089639
4315703964329;3964329;CENTRO DE ATENCAO PSICOSSOCIAL INFANTIL;96640000;70;43;;2018;12;4;CAPS INFANTO/JUVENIL;431570;Rio Grande do Sul;11088065;Rio Pardo;34447;RS;43028;Região 28 - Vinte e Oito;339548
5101703486222;3486222;CAPS CENTRO DE ATENCAO PSICOSSOCIAL DE BARRA DO BUGRES;78390000;70;51;;2018;12;1;CAPS I;510170;Mato Grosso;3784239;Barra do Bugres;27586;MT;51007;Médio Norte Matogrossense;244592
4124105081130;5081130;CENTRO DE ATENCAO PSICOSSOCIAL DE SANTO ANTONIO DA PLATINA;86430000;70;41;;2018;12;1;CAPS I;412410;Paraná;11835379;Santo Antônio da Platina;45261;PR;41019;19ª RS Jacarezinho;299529
1200509394044;9394044;CENTRO DE ATENCAO PSICOSSOCIAL ABIBI RODRIGUES FREIRE;69940000;70;12;;2018;12;1;CAPS I;120050;Acre;829780;Sena Madureira;39746;AC;12002;Baixo Acre e Purus;523732
2603006229301;6229301;CENTRO DE ATENCAO PSICOSSOCIAL LUIZ DE JOANA;56180000;70;26;;2018;12;1;CAPS I;260300;Pernambuco;9051113;Cabrobó;30695;PE;26009;Petrolina;529199
2909206249582;6249582;CAPS CASA AMIGA;48590000;70;29;;2018;12;1;CAPS I;290920;Bahia;14659023;Coronel João Sá;17000;BA;29019;Ribeira do Pombal;302472
3306305076315;5076315;CAPS AD II CENTRO DE ATENCAO PSICOSSOCIAL DE ALCOOL E DROGA;27260240;70;33;17;2018;12;5;CAPS ALCOOL E DROGA;330630;Rio de Janeiro;16615526;Volta Redonda;270543;RJ;33004;Médio Paraíba;873213
4119156374352;6374352;CENTRO DE ATENCAO PSICOSSOCIAL AD AD PINHAIS;83331150;70;41;;2018;12;5;CAPS ALCOOL E DROGA;411915;Paraná;11835379;Pinhais;131048;PR;41002;2ª RS Metropolitana;3742171
3548709206450;9206450;CAPS III RUDGE RAMOS;9640000;70;35;17;2018;12;3;CAPS III;354870;São Paulo;46024937;São Bernardo do Campo;832347;SP;35015;Grande ABC;2725209
5214603044823;3044823;CENTRO DE ATENCAO PSCO SOCIAL;76420000;70;52;;2018;12;1;CAPS I;521460;Goiás;6950976;Niquelândia;35609;GO;52014;Serra da Mesa;124740
3145202206161;2206161;CAPS II NOVO SER DE NOVA SERRANA;35519000;70;31;;2018;12;2;CAPS II;314520;Minas Gerais;20732660;Nova Serrana;114497;MG;31032;Pará de Minas;265391
3101503449998;3449998;CAPS I DE ALEM PARAIBA;36660000;70;31;;2018;12;1;CAPS I;310150;Minas Gerais;20732660;Além Paraíba;30608;MG;31041;Além  Paraíba;51997
3145902779439;2779439;CENTRO DE SAUDE MENTAL;36420000;70;31;;2018;12;1;CAPS I;314590;Minas Gerais;20732660;Ouro Branco;39206;MG;31078;Congonhas;127684
3300453320995;3320995;CAPS INFANTO JUVENIL DE BELFORD ROXO;26130050;70;33;0;2018;12;4;CAPS INFANTO/JUVENIL;330045;Rio de Janeiro;16615526;Belford Roxo;446731;RJ;33005;Metropolitana I;10089639
4207002623218;2623218;CAPS I CENTRO DE ATENCAO PSICOSSOCIAL;88820000;70;42;;2018;12;1;CAPS I;420700;Santa Catarina;7762154;Içara;64456;SC;42015;Carbonífera;468723
3301102294044;2294044;CENTRO DE ATENCAO PSICOSSOCIAL CAPS;28500000;70;33;;2018;12;1;CAPS I;330110;Rio de Janeiro;16615526;Cantagalo;19443;RJ;33009;Serrana;972989
4313502257335;2257335;CAPS I CENTRO DE SAUDE MENTAL CASA ABERTA I;95520000;70;43;;2018;12;1;CAPS I;431350;Rio Grande do Sul;11088065;Osório;50395;RS;43005;Região 05 - Bons Ventos;248236
2611600001953;1953;US 318 CAPS CPTRA CENTRO DE PREV TRAT E REAB DE ALCOOLISMO;52050020;70;26;;2018;12;5;CAPS ALCOOL E DROGA;261160;Pernambuco;9051113;Recife;1494586;PE;26010;Recife;3974714
2611600002054;2054;US 319 CAPS ESPACO AZUL;52070660;70;26;;2018;12;2;CAPS II;261160;Pernambuco;9051113;Recife;1494586;PE;26010;Recife;3974714
3548502052431;2052431;CAPS ORQUIDARIO;11065400;70;35;;2018;12;3;CAPS III;354850;São Paulo;46024937;Santos;414029;SP;35041;Baixada Santista;1835584
3548502065606;2065606;CENTRO DE ATENCAO PSICOSSOCIAL PRAIA CAPS PRAIA;11035001;70;35;;2018;12;3;CAPS III;354850;São Paulo;46024937;Santos;414029;SP;35041;Baixada Santista;1835584
3106200023523;23523;CENTRO DE REFERENCIA EM SAUDE MENTAL PAMPULHA;31560060;70;31;17;2018;12;3;CAPS III;310620;Minas Gerais;20732660;Belo Horizonte;2392678;MG;31016;Belo Horizonte/ Nova Lima/ Caeté ;3292954
3106202695707;2695707;CENTRO DE REFERENCIA EM SAUDE MENTAL NORDESTE;30130007;70;31;17;2018;12;3;CAPS III;310620;Minas Gerais;20732660;Belo Horizonte;2392678;MG;31016;Belo Horizonte/ Nova Lima/ Caeté ;3292954
3106202695715;2695715;CENTRO DE REFERENCIA EM SAUDE MENTAL NOROESTE;30720100;70;31;17;2018;12;3;CAPS III;310620;Minas Gerais;20732660;Belo Horizonte;2392678;MG;31016;Belo Horizonte/ Nova Lima/ Caeté ;3292954
3167202127547;2127547;CAPS II UNIDADE DE SAUDE MENTAL EMILIANO TOLENTINO;35700001;70;31;;2018;12;2;CAPS II;316720;Minas Gerais;20732660;Sete Lagoas;233398;MG;31024;Sete Lagoas;437038
5104803541851;3541851;CAPS JACIARA;78820000;70;51;;2018;12;1;CAPS I;510480;Mato Grosso;3784239;Jaciara;26713;MT;51013;Sul Matogrossense;583794
2504409302581;9302581;CAPS INFANTO JUVENIL REGIONAL TERESINHA L MARTILDES;58970000;70;25;;2018;12;4;CAPS INFANTO/JUVENIL;250440;Paraíba;4030961;Conceição;18239;PB;25007;7ª Região;141389
3139402173123;2173123;CENTRO DE ATENCAO PSICOSSOCIAL DE MANHUACU SAUDE MENTAL;36900000;70;31;;2018;12;2;CAPS II;313940;Minas Gerais;20732660;Manhuaçu;88787;MG;31059;Manhuaçu;344382
3504009427627;9427627;CAPSI INFANTO JUVENIL II SAMIA;19802300;70;35;17;2018;12;4;CAPS INFANTO/JUVENIL;350400;São Paulo;46024937;Assis;100447;SP;35092;Assis;233355
5210406874231;6874231;CENTRO DE ATENCAO PSICOSSOCIAL RENASCER;76630000;70;52;;2018;12;1;CAPS I;521040;Goiás;6950976;Itaberaí;47016;GO;52012;Rio Vermelho;207458
3516409340971;9340971;CAPS INFANTO JUVENIL EDIVALDO DOS SANTOS COSTA;7801050;70;35;;2018;12;4;CAPS INFANTO/JUVENIL;351640;São Paulo;46024937;Franco da Rocha;159367;SP;35012;Franco da Rocha;655305
3201406860133;6860133;CAPS CENTRO DE ATENCAO PSICOSSOCIAL;29360000;70;32;;2018;12;1;CAPS I;320140;Espírito Santo;3975100;Castelo;39372;ES;32004;Sul;678629
5300105554349;5554349;CAPS AD SOBRADINHO;73062700;70;53;17;2018;12;5;CAPS ALCOOL E DROGA;530036;Distrito Federal;2923369;Sobradinho II;76125;DF;53004;NORTE;284379
3300939524460;9524460;CAPS I INTERAGIR;27998000;70;33;;2018;12;1;CAPS I;330093;Rio de Janeiro;16615526;Carapebus;13360;RJ;33008;Norte;913450
1507709302468;9302468;CAPS I SAO SEBASTIAO DA BOA VISTA;68820000;70;15;;2018;12;1;CAPS I;150770;Pará;8442962;São Sebastião da Boa Vista;31336;PA;15013;Marajó I;253670
2100709492089;9492089;CENTRO DE ATENCAO PSICOSSOCIAL DE ANAJATUBA;65490000;70;21;0;2018;12;1;CAPS I;210070;Maranhão;6800605;Anajatuba;23968;MA;21009;Itapecuru Mirim;349912
2611809490981;9490981;CENTRO DE ATENCAO PSICOSSOCIAL;55520000;70;26;;2018;12;1;CAPS I;261180;Pernambuco;9051113;Ribeirão;33484;PE;26008;Palmares;506802
2111306981291;6981291;CAPS DR BACELAR VIANA CAPS III;65052100;70;21;;2018;12;3;CAPS III;211130;Maranhão;6800605;São Luís;1061374;MA;21016;São Luís;1526896
3550309688463;9688463;CAPS ALCOOL E DROGAS II CANGAIBA;3714010;70;35;17;2018;12;5;CAPS ALCOOL E DROGA;355030;São Paulo;46024937;São Paulo;12200180;SP;35016;São Paulo;12200180
4127709688153;9688153;CAPS I CENTRO DE ATENCAO PSICOSSOCIAL INFANTIL;85902030;70;41;16;2018;12;4;CAPS INFANTO/JUVENIL;412770;Paraná;11835379;Toledo;156123;PR;41020;20ª RS Toledo;425785
3140806975313;6975313;CENTRO DE ATENCAO PSICOSSOCIAL CELSO DE PAULA REIS;36120000;70;31;;2018;12;1;CAPS I;314080;Minas Gerais;20732660;Matias Barbosa;14019;MG;31097;Juiz de Fora;608847
3545209676740;9676740;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL EOURAS DROGAS;13321030;70;35;17;2018;12;5;CAPS ALCOOL E DROGA;354520;São Paulo;46024937;Salto;141988;SP;35163;Sorocaba;1848052
3550309664831;9664831;CAPS INFANTO JUVENIL III CIDADE DUTRA;4826130;70;35;16;2018;12;3;CAPS III;355030;São Paulo;46024937;São Paulo;12200180;SP;35016;São Paulo;12200180
3518406898971;6898971;CAPS IRMAO ALTINO CENTRO DE ATENCAO PSICOSSOCIAL;12505060;70;35;;2018;12;2;CAPS II;351840;São Paulo;46024937;Guaratinguetá;116847;SP;35172;Circuito da Fé e Vale Histórico;456451
3552209618554;9618554;CAPS III VIVER EM LIBERDADE;18021230;70;35;;2018;12;3;CAPS III;355220;São Paulo;46024937;Sorocaba;738128;SP;35163;Sorocaba;1848052
2918509398724;9398724;CENTRO PSICOSSOCIAL LUIZ HONORATO DE SOUZA;44925000;70;29;;2018;12;1;CAPS I;291850;Bahia;14659023;Jussara;16922;BA;29010;Irecê;415112
2612506918050;6918050;CAPS II SANTA CRUZ DO CAPIBARIBE;55194414;70;26;;2018;12;2;CAPS II;261250;Pernambuco;9051113;Santa Cruz do Capibaribe;97386;PE;26003;Caruaru;1330571
2501606890881;6890881;CENTRO DE ATENCAO PSICOSSOCIAL;58170000;70;25;;2018;12;1;CAPS I;250160;Paraíba;4030961;Barra de Santa Rosa;12894;PB;25004;4ª Região;105432
2917209589805;9589805;CAPS ITUACU;46640000;70;29;0;2018;12;1;CAPS I;291720;Bahia;14659023;Ituaçu;18992;BA;29003;Brumado;395201
3513706857086;6857086;CENTRO DE ATENCAO PSICOSSOCIAL CAPS I DESCALVADO;13690000;70;35;;2018;12;1;CAPS I;351370;São Paulo;46024937;Descalvado;31916;SP;35034;Coração do DRS III;392670
2700306903053;6903053;CAPS AD;57307530;70;27;17;2018;12;5;CAPS ALCOOL E DROGA;270030;Alagoas;3125254;Arapiraca;235085;AL;27007;7ª Região de Saúde;509828
1720906903363;6903363;CAPS ANGELINA DE OLIVEIRA BONFIM;77320000;70;17;;2018;12;1;CAPS I;172090;Tocantins;1584306;Taguatinga;13986;TO;17003;Sudeste;89979
5220456907288;6907288;CENTRO PSICOSOCIAL AD RECOMECO;75251485;70;52;;2018;12;5;CAPS ALCOOL E DROGA;522045;Goiás;6950976;Senador Canedo;153522;GO;52002;Centro Sul;923411
3505306913938;6913938;CENTRO DE ATENCAO PSICOSSOCIAL DE BARRA BONITA;17340000;70;35;;2018;12;1;CAPS I;350530;São Paulo;46024937;Barra Bonita;34430;SP;35064;Jaú;322857
4304606914853;6914853;CAPS III RECANTO DOS GIRASSOIS;92310240;70;43;;2018;12;3;CAPS III;430460;Rio Grande do Sul;11088065;Canoas;339133;RS;43008;Região 08 - Vale do Caí e Metropolitana;757693
2705206915604;6915604;CAPS MARINA JOSE DA SILVA PEIXOTO;57990000;70;27;;2018;12;1;CAPS I;270520;Alagoas;3125254;Messias;15418;AL;27001;1ª Região de Saúde;1250904
1300146893279;6893279;CAPS MARIA FERNANDES APUI;69265000;70;13;;2018;12;1;CAPS I;130014;Amazonas;3952262;Apuí;21403;AM;13003;Rio Madeira;197592
2902606908195;6908195;CAPS I;44620000;70;29;;2018;12;1;CAPS I;290260;Bahia;14659023;Baixa Grande;17880;BA;29006;Feira de Santana;1187745
3301859253645;9253645;CAPS AD;25940645;70;33;;2018;12;1;CAPS I;330185;Rio de Janeiro;16615526;Guapimirim;50409;RJ;33009;Serrana;972989
4217709222898;9222898;CAPS I SOMBRIO;88960000;70;42;;2018;12;1;CAPS I;421770;Santa Catarina;7762154;Sombrio;29503;SC;42014;Extremo Sul Catarinense;220654
1400309122435;9122435;CAPS I JOAO COSTA DA SILVA;69340000;70;14;;2018;12;1;CAPS I;140030;Roraima;634805;Mucajaí;17058;RR;14001;Centro Norte;548335
5002959157018;9157018;CAPS I CHAPADAO DO SUL;79560000;70;50;17;2018;12;1;CAPS I;500295;Mato Grosso do Sul;2833742;Chapadão do Sul;30497;MS;50001;Campo Grande;1549444
2613609169105;9169105;CAPS INFANTIL;56700000;70;26;;2018;12;4;CAPS INFANTO/JUVENIL;261360;Pernambuco;9051113;São José do Egito;31154;PE;26001;Afogados da Ingazeira;184050
