ESTADO_CODIGO;MUNICIPIO_CODIGO;SERVICO_ESPECIALIZADO_CODIGO;SERVICO_ESPECIALIZADO_CLASSIFICACAO_CODIGO;ANO;TOTAL_SERVICO_HOSPITALAR_SAUDE_MENTAL
23;231270;115;3;2020;1
23;231270;115;3;2021;1
23;231270;115;3;2022;1
23;231290;115;3;2018;1
23;231290;115;3;2019;1
23;231290;115;3;2020;1
23;231290;115;3;2021;1
23;231290;115;3;2022;1
23;231300;115;3;2019;1
23;231300;115;3;2020;1
23;231300;115;3;2021;1
23;231300;115;3;2022;1
23;231320;115;3;2018;1
23;231320;115;3;2019;1
23;231320;115;3;2020;1
23;231320;115;3;2021;1
23;231320;115;3;2022;1
23;231330;115;3;2018;1
23;231330;115;3;2019;1
23;231330;115;3;2020;1
23;231330;115;3;2021;1
23;231330;115;3;2022;1
23;231360;115;3;2018;1
23;231360;115;3;2019;1
23;231360;115;3;2020;1
23;231360;115;3;2021;1
23;231360;115;3;2022;1
23;231410;115;3;2018;1
23;231410;115;3;2019;1
23;231410;115;3;2020;1
23;231410;115;3;2021;1
23;231410;115;3;2022;1
24;240030;115;3;2022;1
24;240100;115;3;2018;1
24;240100;115;3;2019;1
24;240100;115;3;2020;1
24;240100;115;3;2021;1
24;240100;115;3;2022;1
24;240200;115;2;2018;1
24;240200;115;2;2019;1
24;240200;115;2;2020;1
24;240200;115;2;2021;1
24;240200;115;2;2022;1
24;240230;115;3;2018;1
24;240230;115;3;2019;1
24;240230;115;3;2020;1
24;240230;115;3;2021;1
24;240230;115;3;2022;1
24;240310;115;3;2020;1
24;240310;115;3;2021;1
24;240310;115;3;2022;1
24;240325;115;2;2021;1
24;240325;115;2;2022;1
24;240420;115;3;2018;1
24;240420;115;3;2019;1
24;240420;115;3;2020;1
24;240420;115;3;2021;1
24;240420;115;3;2022;1
24;240650;115;3;2018;1
24;240650;115;3;2019;1
24;240650;115;3;2020;1
24;240650;115;3;2021;1
24;240710;115;3;2018;1
24;240710;115;3;2019;1
24;240710;115;3;2020;1
24;240710;115;3;2021;1
24;240710;115;3;2022;1
24;240800;115;3;2018;1
24;240800;115;3;2019;1
24;240800;115;3;2020;1
24;240800;115;3;2021;1
24;240800;115;3;2022;1
24;240810;115;2;2018;5
24;240810;115;2;2019;5
24;240810;115;2;2020;5
24;240810;115;2;2021;5
24;240810;115;2;2022;5
24;240810;115;3;2018;3
24;240810;115;3;2019;4
24;240810;115;3;2020;4
24;240810;115;3;2021;4
24;240810;115;3;2022;5
24;240830;115;3;2018;1
24;240830;115;3;2019;1
24;240830;115;3;2020;1
24;240830;115;3;2021;1
24;240830;115;3;2022;1
24;240910;115;3;2022;1
24;240930;115;3;2018;1
24;240930;115;3;2019;1
24;240930;115;3;2020;1
24;240930;115;3;2021;1
24;240930;115;3;2022;1
24;240940;115;3;2018;1
24;240940;115;3;2019;1
24;240940;115;3;2020;1
24;240940;115;3;2021;1
24;240940;115;3;2022;1
24;241120;115;2;2018;2
24;241120;115;2;2019;1
24;241120;115;2;2020;1
24;241120;115;2;2021;1
24;241120;115;2;2022;1
24;241120;115;3;2018;1
24;241120;115;3;2019;1
24;241120;115;3;2020;1
24;241120;115;3;2021;2
24;241120;115;3;2022;2
24;241440;115;3;2022;1
25;250250;115;3;2018;1
25;250250;115;3;2019;1
25;250250;115;3;2020;1
25;250250;115;3;2021;1
25;250250;115;3;2022;1
25;250370;115;2;2021;1
25;250370;115;2;2022;1
25;250400;115;2;2018;1
25;250400;115;2;2019;1
25;250400;115;2;2020;1
25;250400;115;2;2021;1
25;250400;115;2;2022;1
25;250400;115;3;2018;1
25;250400;115;3;2019;1
25;250400;115;3;2020;1
25;250400;115;3;2021;1
25;250400;115;3;2022;1
25;250440;115;2;2019;1
25;250440;115;2;2020;1
25;250460;115;2;2020;2
25;250460;115;2;2021;2
25;250460;115;2;2022;2
25;250510;115;2;2018;1
25;250510;115;2;2019;1
25;250510;115;2;2020;1
25;250510;115;2;2021;1
25;250510;115;2;2022;1
25;250510;115;3;2018;1
25;250510;115;3;2019;1
25;250510;115;3;2020;1
25;250510;115;3;2021;1
25;250510;115;3;2022;1
25;250630;115;2;2018;1
25;250630;115;2;2019;1
25;250630;115;2;2020;1
25;250630;115;2;2021;1
25;250630;115;2;2022;1
25;250750;115;2;2018;7
25;250750;115;2;2019;7
25;250750;115;2;2020;7
25;250750;115;2;2021;8
25;250750;115;2;2022;8
25;250750;115;3;2018;2
25;250750;115;3;2019;2
25;250750;115;3;2020;2
25;250750;115;3;2021;2
25;250750;115;3;2022;2
25;250830;115;3;2018;1
25;250830;115;3;2019;1
25;250830;115;3;2020;1
25;250830;115;3;2021;1
25;250830;115;3;2022;1
25;250890;115;3;2021;1
25;250890;115;3;2022;1
25;251080;115;2;2021;1
25;251080;115;2;2022;1
25;251120;115;3;2018;1
25;251120;115;3;2019;1
25;251120;115;3;2020;1
25;251120;115;3;2021;1
25;251120;115;3;2022;1
25;251130;115;3;2018;1
25;251130;115;3;2019;1
25;251130;115;3;2020;1
25;251130;115;3;2021;1
25;251130;115;3;2022;1
25;251335;115;2;2020;1
25;251335;115;2;2021;1
25;251335;115;2;2022;1
25;251390;115;3;2018;1
25;251390;115;3;2019;1
25;251390;115;3;2020;1
25;251390;115;3;2021;1
25;251390;115;3;2022;1
25;251530;115;3;2019;1
25;251530;115;3;2020;1
25;251530;115;3;2021;1
25;251530;115;3;2022;1
25;251650;115;3;2022;1
26;260005;115;2;2018;1
26;260005;115;2;2019;1
26;260005;115;2;2020;1
26;260005;115;2;2021;1
26;260005;115;2;2022;1
26;260010;115;2;2018;1
26;260010;115;2;2019;1
26;260010;115;2;2020;1
26;260010;115;2;2021;1
26;260010;115;2;2022;1
26;260010;115;3;2019;1
26;260010;115;3;2020;1
26;260010;115;3;2021;1
26;260010;115;3;2022;1
26;260030;115;2;2018;1
26;260030;115;2;2019;1
26;260030;115;2;2020;1
26;260030;115;2;2021;1
26;260030;115;2;2022;1
26;260050;115;3;2019;1
26;260050;115;3;2020;1
26;260050;115;3;2021;1
26;260050;115;3;2022;1
26;260110;115;3;2018;1
26;260110;115;3;2019;1
26;260110;115;3;2020;1
26;260110;115;3;2021;1
26;260110;115;3;2022;1
26;260120;115;3;2019;1
26;260120;115;3;2020;1
26;260120;115;3;2021;1
26;260120;115;3;2022;1
26;260140;115;2;2018;1
26;260140;115;2;2019;1
26;260210;115;2;2018;1
26;260210;115;2;2019;1
26;260210;115;2;2020;1
26;260210;115;2;2021;1
26;260210;115;2;2022;1
26;260290;115;2;2021;1
26;260290;115;2;2022;1
26;260320;115;2;2020;1
26;260320;115;2;2021;1
26;260345;115;2;2018;1
26;260345;115;2;2019;1
26;260345;115;2;2020;2
26;260345;115;2;2021;1
26;260400;115;3;2018;1
26;260400;115;3;2019;1
26;260400;115;3;2020;1
26;260400;115;3;2021;1
26;260400;115;3;2022;1
26;260410;115;2;2018;2
26;260410;115;2;2019;2
26;260410;115;2;2020;2
26;260410;115;2;2021;2
26;260410;115;2;2022;2
26;260410;115;3;2018;1
26;260410;115;3;2019;1
26;260410;115;3;2020;1
26;260410;115;3;2021;1
26;260410;115;3;2022;1
26;260415;115;2;2022;1
26;260450;115;2;2018;1
26;260450;115;2;2019;1
26;260450;115;2;2020;1
26;260450;115;2;2021;1
26;260450;115;2;2022;1
26;260470;115;2;2018;1
26;260470;115;2;2019;1
26;260470;115;2;2020;1
26;260470;115;2;2021;1
26;260470;115;2;2022;1
26;260500;115;3;2018;1
26;260500;115;3;2019;1
26;260500;115;3;2020;1
26;260500;115;3;2021;1
26;260500;115;3;2022;1
26;260510;115;2;2020;1
26;260515;115;2;2019;1
26;260515;115;2;2020;1
26;260515;115;2;2021;1
26;260540;115;2;2018;1
26;260540;115;2;2019;1
26;260540;115;2;2020;1
26;260540;115;2;2021;1
26;260540;115;2;2022;1
26;260545;115;2;2018;1
26;260545;115;2;2019;1
26;260545;115;2;2020;1
26;260545;115;2;2021;1
26;260545;115;2;2022;1
26;260545;115;3;2018;1
26;260545;115;3;2019;1
26;260545;115;3;2020;1
26;260545;115;3;2021;1
26;260545;115;3;2022;1
26;260570;115;3;2018;1
26;260570;115;3;2019;1
26;260570;115;3;2020;1
26;260570;115;3;2021;1
26;260570;115;3;2022;1
26;260600;115;2;2018;1
26;260600;115;2;2019;1
26;260600;115;2;2020;1
26;260600;115;2;2021;1
26;260600;115;2;2022;1
26;260600;115;3;2018;1
26;260600;115;3;2019;1
26;260600;115;3;2020;1
26;260600;115;3;2021;1
26;260600;115;3;2022;1
26;260610;115;2;2022;1
26;260620;115;2;2018;1
26;260620;115;2;2019;1
26;260620;115;2;2020;1
26;260620;115;2;2021;1
26;260620;115;2;2022;1
26;260620;115;3;2018;1
26;260620;115;3;2019;1
26;260620;115;3;2020;1
26;260620;115;3;2021;1
26;260620;115;3;2022;1
26;260680;115;2;2018;1
26;260680;115;2;2019;1
26;260680;115;2;2020;1
26;260680;115;2;2021;1
26;260680;115;2;2022;1
26;260790;115;2;2019;1
26;260790;115;2;2020;1
26;260790;115;2;2021;1
26;260790;115;2;2022;1
26;260790;115;3;2019;1
26;260790;115;3;2020;1
26;260790;115;3;2021;1
26;260790;115;3;2022;1
26;260805;115;2;2018;1
26;260805;115;2;2019;1
26;260805;115;2;2020;1
26;260805;115;2;2021;1
26;260805;115;2;2022;1
26;260825;115;3;2021;1
26;260825;115;3;2022;1
26;260875;115;2;2018;1
26;260875;115;2;2019;1
26;260875;115;2;2020;1
26;260875;115;3;2021;1
26;260875;115;3;2022;1
26;260900;115;2;2022;1
26;260950;115;2;2018;1
26;260950;115;2;2019;1
26;260950;115;2;2020;1
26;260950;115;2;2021;1
26;260950;115;2;2022;1
26;260960;115;2;2018;3
26;260960;115;2;2019;3
26;260960;115;2;2020;4
26;260960;115;2;2021;4
26;260960;115;2;2022;4
26;260960;115;3;2018;1
26;260960;115;3;2019;1
26;260960;115;3;2020;1
26;260960;115;3;2021;1
26;260960;115;3;2022;1
26;261000;115;2;2018;1
26;261000;115;2;2019;1
26;261000;115;2;2020;1
26;261000;115;2;2021;1
26;261000;115;2;2022;1
26;261000;115;3;2022;1
26;261070;115;2;2018;2
26;261070;115;2;2019;2
26;261070;115;2;2020;2
26;261070;115;2;2021;2
26;261070;115;2;2022;2
26;261070;115;3;2018;1
26;261070;115;3;2019;1
26;261070;115;3;2020;1
26;261070;115;3;2021;1
26;261070;115;3;2022;1
26;261090;115;2;2018;1
26;261090;115;2;2019;1
26;261090;115;2;2020;1
26;261090;115;2;2021;1
26;261090;115;2;2022;1
26;261100;115;3;2022;1
26;261110;115;2;2018;2
26;261110;115;2;2019;3
26;261110;115;2;2020;3
26;261110;115;2;2021;3
26;261110;115;2;2022;3
26;261110;115;3;2018;2
26;261110;115;3;2019;2
26;261110;115;3;2020;2
26;261110;115;3;2021;2
26;261110;115;3;2022;2
26;261160;115;2;2018;20
26;261160;115;2;2019;22
26;261160;115;2;2020;22
26;261160;115;2;2021;25
26;261160;115;2;2022;25
26;261160;115;3;2018;6
26;261160;115;3;2019;6
26;261160;115;3;2020;6
26;261160;115;3;2021;6
26;261160;115;3;2022;6
26;261220;115;2;2018;1
26;261220;115;2;2019;1
26;261220;115;2;2020;1
26;261220;115;2;2021;2
26;261220;115;2;2022;2
26;261220;115;3;2018;1
26;261220;115;3;2019;1
26;261220;115;3;2020;1
26;261220;115;3;2021;1
26;261220;115;3;2022;1
26;261310;115;3;2018;1
26;261310;115;3;2019;1
26;261310;115;3;2020;1
26;261310;115;3;2021;1
26;261310;115;3;2022;1
26;261330;115;3;2018;1
26;261330;115;3;2019;1
26;261330;115;3;2020;1
26;261330;115;3;2021;1
26;261330;115;3;2022;1
26;261390;115;2;2018;1
26;261390;115;2;2019;1
26;261390;115;2;2020;2
26;261390;115;2;2021;2
26;261390;115;2;2022;2
26;261390;115;3;2018;1
26;261390;115;3;2019;1
26;261390;115;3;2020;1
26;261390;115;3;2021;1
26;261390;115;3;2022;1
26;261410;115;3;2022;1
26;261450;115;2;2018;1
26;261450;115;2;2019;1
26;261450;115;2;2020;1
26;261450;115;2;2021;1
26;261450;115;2;2022;1
26;261618;115;2;2020;1
26;261618;115;2;2021;1
26;261618;115;2;2022;1
26;261620;115;2;2020;1
26;261620;115;2;2021;1
26;261620;115;2;2022;1
26;261630;115;2;2022;1
26;261640;115;2;2018;2
26;261640;115;2;2019;2
26;261640;115;2;2020;2
26;261640;115;2;2021;2
26;261640;115;2;2022;2
26;261640;115;3;2018;1
26;261640;115;3;2019;1
26;261640;115;3;2020;1
26;261640;115;3;2021;1
26;261640;115;3;2022;1
27;270030;115;2;2018;1
27;270030;115;2;2019;1
27;270030;115;2;2020;1
27;270030;115;2;2021;1
27;270030;115;2;2022;1
27;270040;115;2;2018;1
27;270040;115;2;2019;1
27;270040;115;2;2021;1
27;270040;115;2;2022;1
27;270170;115;2;2019;1
27;270170;115;2;2020;1
27;270170;115;2;2021;1
27;270170;115;2;2022;1
27;270170;115;3;2022;1
27;270380;115;2;2019;1
27;270380;115;2;2020;1
27;270380;115;2;2021;1
27;270380;115;2;2022;1
27;270430;115;2;2018;2
27;270430;115;2;2019;2
27;270430;115;2;2020;2
27;270430;115;2;2021;2
27;270430;115;2;2022;2
27;270550;115;3;2018;1
27;270550;115;3;2019;1
27;270550;115;3;2020;1
27;270550;115;3;2021;1
27;270550;115;3;2022;1
27;270730;115;2;2020;1
27;270730;115;2;2021;1
27;270730;115;2;2022;1
27;270770;115;3;2018;1
27;270770;115;3;2019;1
27;270770;115;3;2020;1
27;270770;115;3;2021;1
27;270770;115;3;2022;1
27;270860;115;2;2018;1
27;270860;115;2;2019;1
27;270860;115;2;2020;1
27;270860;115;2;2021;1
27;270860;115;2;2022;1
27;270915;115;3;2021;1
27;270915;115;3;2022;1
28;280030;115;2;2018;4
28;280030;115;2;2019;3
28;280030;115;2;2020;3
28;280030;115;2;2021;3
28;280030;115;2;2022;3
28;280030;115;3;2018;2
28;280030;115;3;2019;2
28;280030;115;3;2020;2
28;280030;115;3;2021;2
28;280030;115;3;2022;2
28;280130;115;2;2022;1
28;280210;115;2;2018;1
28;280210;115;2;2019;1
28;280210;115;2;2020;1
28;280210;115;2;2021;1
28;280210;115;2;2022;1
28;280670;115;2;2018;1
28;280670;115;2;2019;1
28;280670;115;2;2020;1
28;280670;115;2;2021;1
28;280670;115;2;2022;1
29;290020;115;2;2018;1
29;290020;115;2;2019;1
29;290020;115;2;2020;1
29;290020;115;2;2021;1
29;290020;115;2;2022;1
29;290020;115;3;2022;1
29;290100;115;3;2018;1
29;290100;115;3;2019;1
29;290100;115;3;2020;1
29;290100;115;3;2021;1
29;290100;115;3;2022;1
29;290150;115;2;2020;1
29;290150;115;2;2021;1
29;290150;115;2;2022;1
29;290210;115;2;2021;1
29;290210;115;2;2022;1
29;290250;115;2;2019;1
29;290250;115;2;2020;1
29;290320;115;2;2018;1
29;290320;115;2;2019;1
29;290320;115;2;2020;1
29;290320;115;2;2021;1
29;290320;115;2;2022;1
29;290320;115;3;2018;1
29;290320;115;3;2019;1
29;290320;115;3;2020;1
29;290320;115;3;2021;1
29;290320;115;3;2022;1
29;290327;115;2;2020;1
29;290327;115;2;2021;1
29;290327;115;2;2022;1
29;290350;115;2;2021;1
29;290350;115;2;2022;1
29;290350;115;3;2021;1
29;290350;115;3;2022;1
29;290360;115;2;2020;1
29;290360;115;2;2022;1
29;290390;115;3;2018;1
29;290390;115;3;2019;1
29;290390;115;3;2020;1
29;290390;115;3;2021;1
29;290390;115;3;2022;1
29;290395;115;2;2019;1
29;290395;115;2;2020;1
29;290395;115;2;2021;1
29;290395;115;2;2022;1
29;290440;115;2;2018;1
29;290440;115;2;2019;1
29;290440;115;2;2020;1
29;290440;115;2;2022;1
29;290450;115;3;2018;1
29;290450;115;3;2019;1
29;290450;115;3;2020;1
29;290450;115;3;2021;1
29;290450;115;3;2022;1
29;290460;115;3;2018;1
29;290460;115;3;2019;1
29;290460;115;3;2020;1
29;290460;115;3;2021;1
29;290460;115;3;2022;1
29;290510;115;2;2022;1
29;290570;115;2;2018;1
29;290570;115;2;2020;1
29;290620;115;2;2022;1
29;290640;115;3;2018;1
29;290640;115;3;2019;1
29;290640;115;3;2020;1
29;290640;115;3;2021;1
29;290640;115;3;2022;1
29;290685;115;2;2022;1
29;290690;115;2;2020;1
29;290690;115;2;2021;1
29;290690;115;2;2022;1
29;290750;115;2;2018;1
29;290750;115;2;2019;1
29;290750;115;2;2020;1
29;290750;115;2;2021;1
29;290750;115;2;2022;1
29;290840;115;2;2021;1
29;290840;115;2;2022;1
29;290850;115;2;2021;1
29;290850;115;2;2022;1
29;290870;115;3;2018;1
29;290870;115;3;2019;1
29;290870;115;3;2020;1
29;290870;115;3;2021;1
29;290870;115;3;2022;1
29;291050;115;3;2018;1
29;291050;115;3;2019;1
29;291050;115;3;2020;1
29;291050;115;3;2021;1
29;291050;115;3;2022;1
29;291080;115;2;2018;5
29;291080;115;2;2019;5
29;291080;115;2;2020;6
29;291080;115;2;2021;6
29;291080;115;2;2022;7
29;291080;115;3;2018;1
29;291080;115;3;2019;1
29;291080;115;3;2020;1
29;291080;115;3;2021;1
29;291080;115;3;2022;2
29;291150;115;2;2021;1
29;291150;115;2;2022;1
29;291210;115;3;2019;1
29;291210;115;3;2020;1
29;291210;115;3;2021;1
29;291210;115;3;2022;1
29;291300;115;3;2018;1
29;291300;115;3;2019;1
29;291300;115;3;2020;1
29;291300;115;3;2021;1
29;291300;115;3;2022;1
29;291320;115;3;2021;1
29;291320;115;3;2022;1
29;291330;115;3;2018;1
29;291330;115;3;2019;1
29;291330;115;3;2020;1
29;291330;115;3;2021;1
29;291330;115;3;2022;1
29;291345;115;3;2018;1
29;291345;115;3;2019;1
29;291345;115;3;2020;1
29;291345;115;3;2021;1
29;291345;115;3;2022;1
29;291360;115;2;2019;1
29;291360;115;2;2020;1
29;291360;115;2;2021;1
29;291360;115;2;2022;1
29;291360;115;3;2018;1
29;291360;115;3;2019;1
29;291360;115;3;2020;1
29;291360;115;3;2021;1
29;291360;115;3;2022;1
29;291390;115;3;2020;1
29;291390;115;3;2021;1
29;291390;115;3;2022;1
29;291400;115;3;2018;1
29;291400;115;3;2019;1
29;291400;115;3;2020;1
29;291400;115;3;2021;1
29;291400;115;3;2022;1
29;291470;115;3;2018;1
29;291470;115;3;2019;1
29;291470;115;3;2020;1
29;291470;115;3;2021;1
29;291470;115;3;2022;1
29;291480;115;3;2018;1
29;291480;115;3;2019;1
29;291480;115;3;2020;1
29;291480;115;3;2021;1
29;291480;115;3;2022;1
29;291560;115;3;2022;1
29;291580;115;2;2018;1
29;291580;115;2;2019;1
29;291580;115;2;2020;1
29;291580;115;2;2021;1
29;291580;115;2;2022;1
29;291735;115;3;2021;1
29;291735;115;3;2022;1
29;291750;115;3;2018;1
29;291750;115;3;2019;1
29;291750;115;3;2020;1
29;291750;115;3;2021;1
29;291750;115;3;2022;1
29;291800;115;2;2018;1
29;291800;115;2;2019;2
29;291800;115;2;2020;2
29;291800;115;2;2021;2
29;291800;115;2;2022;2
29;291800;115;3;2018;1
29;291800;115;3;2019;1
29;291800;115;3;2020;1
29;291800;115;3;2021;1
29;291800;115;3;2022;1
29;291810;115;3;2018;1
29;291820;115;2;2021;1
29;291820;115;2;2022;1
29;291830;115;3;2022;1
29;291840;115;2;2020;1
29;291840;115;2;2021;1
29;291840;115;2;2022;1
29;291855;115;3;2018;1
29;291855;115;3;2019;1
29;291855;115;3;2020;1
29;291855;115;3;2021;1
29;291855;115;3;2022;1
29;291920;115;2;2018;1
29;291920;115;2;2019;1
29;291920;115;2;2020;1
29;291920;115;2;2021;1
29;291920;115;2;2022;1
29;291920;115;3;2018;1
29;291920;115;3;2019;1
29;291920;115;3;2020;1
29;291920;115;3;2021;1
29;291920;115;3;2022;1
29;291955;115;3;2018;1
29;291955;115;3;2019;1
29;291955;115;3;2020;1
29;291955;115;3;2021;2
29;291955;115;3;2022;2
29;291980;115;3;2019;1
29;291980;115;3;2020;1
29;291980;115;3;2021;1
29;291980;115;3;2022;1
29;292020;115;2;2022;1
29;292020;115;3;2022;1
29;292120;115;3;2018;1
29;292120;115;3;2019;1
29;292120;115;3;2020;1
29;292120;115;3;2021;1
29;292120;115;3;2022;1
29;292170;115;3;2018;1
29;292170;115;3;2019;1
29;292170;115;3;2020;1
29;292170;115;3;2021;1
29;292170;115;3;2022;1
29;292200;115;2;2021;1
29;292200;115;2;2022;1
29;292250;115;3;2018;1
29;292250;115;3;2019;1
29;292250;115;3;2020;1
29;292250;115;3;2021;1
29;292250;115;3;2022;1
29;292265;115;2;2021;1
29;292265;115;3;2021;1
29;292380;115;3;2019;1
29;292380;115;3;2020;1
29;292380;115;3;2021;1
29;292380;115;3;2022;1
29;292400;115;3;2019;1
29;292400;115;3;2020;1
29;292400;115;3;2021;1
29;292400;115;3;2022;1
29;292405;115;3;2022;1
29;292480;115;3;2018;1
29;292480;115;3;2019;1
29;292480;115;3;2020;1
29;292480;115;3;2021;1
29;292480;115;3;2022;1
29;292510;115;2;2018;1
29;292510;115;2;2019;1
29;292510;115;2;2020;1
29;292510;115;2;2021;1
29;292510;115;2;2022;1
29;292510;115;3;2018;1
29;292510;115;3;2019;1
29;292510;115;3;2020;1
29;292510;115;3;2021;1
29;292510;115;3;2022;1
29;292525;115;2;2021;1
29;292525;115;2;2022;1
29;292530;115;3;2018;1
29;292530;115;3;2019;1
29;292530;115;3;2020;1
29;292530;115;3;2021;1
29;292530;115;3;2022;1
29;292580;115;2;2021;1
29;292580;115;2;2022;1
29;292610;115;2;2021;1
29;292610;115;2;2022;1
29;292620;115;3;2018;1
29;292620;115;3;2019;1
29;292620;115;3;2020;1
29;292620;115;3;2021;1
29;292620;115;3;2022;1
29;292670;115;2;2022;1
29;292720;115;3;2018;1
29;292720;115;3;2019;1
29;292720;115;3;2020;1
29;292720;115;3;2021;1
29;292720;115;3;2022;1
29;292740;115;2;2018;17
29;292740;115;2;2019;17
29;292740;115;2;2020;15
29;292740;115;2;2021;14
29;292740;115;2;2022;14
29;292740;115;3;2018;5
29;292740;115;3;2019;5
29;292740;115;3;2020;5
29;292740;115;3;2021;4
29;292740;115;3;2022;6
29;292790;115;2;2021;1
29;292790;115;2;2022;1
29;292810;115;3;2018;1
29;292810;115;3;2019;1
29;292810;115;3;2020;1
29;292810;115;3;2021;1
29;292810;115;3;2022;1
29;292820;115;3;2021;1
29;292820;115;3;2022;1
29;292840;115;3;2018;1
29;292840;115;3;2019;1
29;292840;115;3;2020;1
29;292840;115;3;2021;1
29;292840;115;3;2022;1
29;292850;115;2;2021;1
29;292850;115;2;2022;1
29;292895;115;2;2022;1
29;292905;115;3;2018;1
29;292905;115;3;2019;1
29;292905;115;3;2020;1
29;292905;115;3;2021;1
29;292905;115;3;2022;1
29;292920;115;3;2020;1
29;292920;115;3;2021;1
29;292920;115;3;2022;1
29;292950;115;3;2018;1
29;292950;115;3;2019;1
29;292950;115;3;2020;1
29;292950;115;3;2021;1
29;292950;115;3;2022;1
29;293020;115;2;2018;1
29;293030;115;2;2022;1
29;293030;115;3;2022;1
29;293050;115;2;2020;1
29;293050;115;2;2021;1
29;293050;115;2;2022;1
29;293050;115;3;2020;1
29;293050;115;3;2021;1
29;293050;115;3;2022;1
29;293135;115;3;2020;1
29;293135;115;3;2021;1
29;293135;115;3;2022;1
29;293150;115;2;2020;1
29;293200;115;2;2022;1
29;293200;115;3;2022;1
29;293220;115;3;2018;1
29;293220;115;3;2019;1
29;293220;115;3;2020;1
29;293220;115;3;2021;1
29;293220;115;3;2022;1
29;293290;115;3;2018;1
29;293290;115;3;2019;1
29;293290;115;3;2020;1
29;293290;115;3;2021;1
29;293290;115;3;2022;1
29;293300;115;2;2021;1
29;293300;115;2;2022;1
29;293305;115;3;2018;1
29;293305;115;3;2019;1
29;293305;115;3;2020;1
29;293305;115;3;2021;1
29;293305;115;3;2022;1
29;293330;115;2;2018;1
29;293330;115;2;2019;1
29;293330;115;2;2020;1
29;293330;115;2;2021;1
29;293330;115;2;2022;1
29;293330;115;3;2018;1
29;293330;115;3;2019;1
29;293330;115;3;2020;1
29;293330;115;3;2021;1
29;293330;115;3;2022;1
29;293360;115;3;2018;1
29;293360;115;3;2019;1
29;293360;115;3;2020;1
29;293360;115;3;2021;1
29;293360;115;3;2022;1
31;310020;115;3;2018;1
31;310020;115;3;2019;1
31;310020;115;3;2020;1
31;310020;115;3;2021;1
31;310020;115;3;2022;1
31;310090;115;3;2018;1
31;310090;115;3;2019;1
31;310090;115;3;2020;1
31;310090;115;3;2021;1
31;310090;115;3;2022;1
31;310110;115;3;2018;1
31;310110;115;3;2019;1
31;310110;115;3;2020;1
31;310110;115;3;2021;1
31;310110;115;3;2022;1
31;310120;115;3;2021;1
31;310120;115;3;2022;1
31;310130;115;2;2018;1
31;310130;115;2;2019;1
31;310130;115;2;2020;1
31;310130;115;2;2021;1
31;310130;115;2;2022;1
31;310150;115;3;2018;1
31;310150;115;3;2019;1
31;310150;115;3;2020;1
31;310150;115;3;2021;1
31;310150;115;3;2022;1
31;310170;115;3;2018;1
31;310170;115;3;2019;1
31;310170;115;3;2020;1
31;310170;115;3;2021;1
31;310170;115;3;2022;1
31;310190;115;3;2021;1
31;310190;115;3;2022;1
31;310270;115;3;2018;1
31;310270;115;3;2019;1
31;310270;115;3;2020;1
31;310270;115;3;2021;1
31;310270;115;3;2022;1
31;310290;115;3;2021;1
31;310290;115;3;2022;1
31;310340;115;3;2018;1
31;310340;115;3;2019;1
31;310340;115;3;2020;1
31;310340;115;3;2021;1
31;310340;115;3;2022;1
31;310350;115;3;2018;1
31;310350;115;3;2019;1
31;310350;115;3;2020;1
31;310350;115;3;2021;1
31;310350;115;3;2022;1
31;310400;115;2;2018;1
31;310400;115;2;2019;1
31;310400;115;2;2020;1
31;310400;115;2;2021;1
31;310400;115;2;2022;1
31;310400;115;3;2018;1
31;310400;115;3;2019;1
31;310400;115;3;2020;1
31;310400;115;3;2021;1
31;310400;115;3;2022;1
31;310420;115;3;2022;1
31;310430;115;3;2019;1
31;310430;115;3;2020;1
31;310430;115;3;2021;1
31;310430;115;3;2022;1
31;310490;115;3;2018;1
31;310490;115;3;2019;1
31;310490;115;3;2020;1
31;310490;115;3;2021;1
31;310490;115;3;2022;1
31;310510;115;2;2018;1
31;310510;115;2;2019;1
31;310510;115;2;2020;1
31;310510;115;2;2021;1
31;310510;115;2;2022;1
31;310510;115;3;2022;1
31;310540;115;2;2018;1
31;310560;115;2;2018;4
31;310560;115;2;2019;4
31;310560;115;2;2020;4
31;310560;115;2;2021;4
31;310560;115;2;2022;4
31;310560;115;3;2018;2
31;310560;115;3;2019;2
31;310560;115;3;2020;2
31;310560;115;3;2021;2
31;310560;115;3;2022;2
31;310620;115;2;2018;8
31;310620;115;2;2019;10
31;310620;115;2;2020;12
31;310620;115;2;2021;12
31;310620;115;2;2022;11
31;310620;115;3;2018;3
31;310620;115;3;2019;3
31;310620;115;3;2020;3
31;310620;115;3;2021;3
31;310620;115;3;2022;3
31;310640;115;3;2018;1
31;310640;115;3;2019;1
31;310640;115;3;2020;1
31;310640;115;3;2021;1
31;310640;115;3;2022;1
31;310650;115;3;2018;1
31;310650;115;3;2019;1
31;310650;115;3;2020;1
31;310650;115;3;2021;1
31;310650;115;3;2022;1
31;310670;115;2;2018;1
31;310670;115;2;2019;1
31;310670;115;2;2020;1
31;310670;115;2;2021;1
31;310670;115;2;2022;1
31;310670;115;3;2018;1
31;310670;115;3;2019;1
31;310670;115;3;2020;1
31;310670;115;3;2021;1
31;310670;115;3;2022;1
31;310730;115;3;2018;1
31;310730;115;3;2019;1
